tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
Tr_tweet_997,1.0,0.6809,nan,,United,CaroDavis2012,0.0,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,2/23/2015 10:38,Scotland,nan
Tr_tweet_148,0.0,1.0,Cancelled Flight,1.0,Virgin America,finslippy,0.0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2/22/2015 10:29,Brooklyn,Eastern Time (US & Canada)
Tr_tweet_499,1.0,0.6793,nan,0.0,United,mattwbaker,0.0,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",2/24/2015 10:06,The Center of My Universe,Mountain Time (US & Canada)
Tr_tweet_2903,0.0,1.0,Late Flight,1.0,United,abecohenj,0.0,@united another #DELAYED day. #Delayed outbound. #delayed inbound and now waiting at EWR for a gate to be ready. how is it not ready!??,2/19/2015 17:52,nan,Eastern Time (US & Canada)
Tr_tweet_2999,0.0,1.0,Can't Tell,0.6682,United,AgrippaInTheAir,0.0,"@united Club DEN, East or West, both are disgusting. http://t.co/XijYrPsLZK",2/19/2015 13:43,nan,nan
Tr_tweet_1797,0.0,1.0,Cancelled Flight,0.6497,United,mahrruk,0.0,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",2/22/2015 5:59,Rochester,Eastern Time (US & Canada)
Tr_tweet_2426,0.0,1.0,Late Flight,1.0,United,LinaSalazar,0.0,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,2/20/2015 17:53,Washington DC,Eastern Time (US & Canada)
Tr_tweet_941,0.0,1.0,Can't Tell,0.6919,United,medictom,0.0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,2/23/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada)
Tr_tweet_2037,0.0,0.6236,Customer Service Issue,0.3277,United,gwen1013,0.0,@united I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,2/21/2015 16:50,"New Haven, CT",nan
Tr_tweet_589,0.0,1.0,Customer Service Issue,1.0,United,missinver,0.0,@united Could this email be resent as it doesnt appear to have arrived.,2/24/2015 6:27,Larne,nan
Tr_tweet_308,1.0,0.6875,nan,,Virgin America,MNDNCH,0.0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,2/19/2015 14:51,SD/LA/PS,Pacific Time (US & Canada)
Tr_tweet_579,0.0,0.6501,Customer Service Issue,0.3265,United,christinphillip,0.0,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,2/24/2015 6:52,"Princeton, NJ",Central Time (US & Canada)
Tr_tweet_62,1.0,0.6922,nan,,Virgin America,Travelzoo,0.0,@VirginAmerica Congrats on winning the @Travelzoo award for Best Deals from an Airline (US) http://t.co/kj1iljaebV,2/23/2015 13:30,"New York, NY",Pacific Time (US & Canada)
Tr_tweet_1330,0.0,1.0,Late Flight,0.3372,United,patlee,1.0,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,2/22/2015 20:07,"Bay Area, CA",Pacific Time (US & Canada)
Tr_tweet_2037,0.0,0.6236,Customer Service Issue,0.3277,United,gwen1013,0.0,@united I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.,2/21/2015 16:50,"New Haven, CT",nan
Tr_tweet_1680,0.0,1.0,Flight Attendant Complaints,0.6952,United,HoustonBlueMan,0.0,@united severely under staffed at Iah.,2/22/2015 9:50,"Houston, TX",Central Time (US & Canada)
Tr_tweet_1015,0.0,1.0,Flight Attendant Complaints,0.6588,United,brianaverna,0.0,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",2/23/2015 10:13,"CT, NY and most other states",Eastern Time (US & Canada)
Tr_tweet_1119,0.0,1.0,Lost Luggage,1.0,United,ErinHughey,0.0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,2/23/2015 7:05,"Maui, Hawaii",Hawaii
Tr_tweet_205,1.0,0.6899,nan,,Virgin America,miaerolinea,0.0,"Awesome! RT @VirginAmerica: Watch nominated films at 35,000 feet. #MeetTheFleet #Oscars http://t.co/DnStITRzWy",2/21/2015 10:54,Worldwide,Caracas
Tr_tweet_2144,1.0,1.0,nan,,United,PalenMcDermott,1.0,@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx,2/21/2015 13:02,nan,Eastern Time (US & Canada)
Tr_tweet_1152,1.0,1.0,nan,,United,gwen1013,0.0,@united Cool. Thank you.,2/23/2015 6:08,"New Haven, CT",nan
Tr_tweet_997,1.0,0.6809,nan,,United,CaroDavis2012,0.0,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,2/23/2015 10:38,Scotland,nan
Tr_tweet_2589,0.0,1.0,Customer Service Issue,0.6804,United,bugstory,0.0,@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help,2/20/2015 11:15,"Baltimore, MD",Eastern Time (US & Canada)
Tr_tweet_1007,1.0,0.6349,nan,0.0,United,gwen1013,0.0,@united Great! I'm ready to go home.,2/23/2015 10:30,"New Haven, CT",nan
Tr_tweet_1832,0.0,1.0,Late Flight,0.6048,United,traceyabbywhite,0.0,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,2/22/2015 4:29,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_2834,1.0,0.6681,nan,0.0,United,Tamarabrams,0.0,@united nawww. United is my fave airline.,2/19/2015 21:30,Arlington Virginia,Eastern Time (US & Canada)
Tr_tweet_3329,0.0,1.0,Bad Flight,0.3434,United,christinebpc,0.0,@united took this one just for you. Not a window. Also not fun if you get motion sick. http://t.co/m81rV0blxs,2/18/2015 14:52,"Houston, Texas",Central Time (US & Canada)
Tr_tweet_1484,1.0,1.0,nan,,United,rhettmcpeake,0.0,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,2/22/2015 15:29,Pittsburgh ,nan
Tr_tweet_2685,0.0,1.0,Customer Service Issue,0.6452,United,a_a_ron_cbus,0.0,"@united Delayed CMH to ORD. Ran to gate 1 min b4 connection -door closed no one around. Ignored by 1st agent, 2nd super rude. #thanksunited",2/20/2015 8:26,nan,nan
Tr_tweet_1065,0.0,1.0,Flight Attendant Complaints,0.6546,United,unvoiced,0.0,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,2/23/2015 9:16,Taipei,Taipei
Tr_tweet_1470,0.0,0.6703,Can't Tell,0.3626,United,kaf_silva,0.0,@united what is this subtlety gate changes? Are you kidding with me?,2/22/2015 15:37,nan,nan
Tr_tweet_2426,0.0,1.0,Late Flight,1.0,United,LinaSalazar,0.0,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,2/20/2015 17:53,Washington DC,Eastern Time (US & Canada)
Tr_tweet_2934,0.0,1.0,Late Flight,0.6613,United,MeYoItsMe,0.0,@united now sitting on the tarmac for a half hour after landing because your jetway is broken. #2daysofunitedfailures #1thingafteranother,2/19/2015 16:29,nan,nan
Tr_tweet_1765,0.0,1.0,Late Flight,1.0,United,201Chef,0.0,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,2/22/2015 6:46,201-600-2130,Central Time (US & Canada)
Tr_tweet_2463,0.0,1.0,Late Flight,1.0,United,Charlie_Mich,0.0,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,2/20/2015 16:18,nan,nan
Tr_tweet_1158,0.0,1.0,Late Flight,0.6799,United,scottychadwick,0.0,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice,2/23/2015 5:59,nan,Eastern Time (US & Canada)
Tr_tweet_905,0.0,1.0,Late Flight,0.7065,United,tbird12lv,0.0,@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.,2/23/2015 13:23,Colorado,Mountain Time (US & Canada)
Tr_tweet_2897,0.0,1.0,Customer Service Issue,0.6572,United,acmejla,1.0,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,2/19/2015 18:03,"Carmel, IN",Eastern Time (US & Canada)
Tr_tweet_2713,0.0,1.0,Bad Flight,0.708,United,bmbhawk,0.0,@united no wifi on flight ua688. SF to ORD. Really?  Wow,2/20/2015 7:56,nan,nan
Tr_tweet_2720,0.0,1.0,Flight Attendant Complaints,0.3474,United,sbellfi4,0.0,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,2/20/2015 7:40,"Ottawa, ON",Eastern Time (US & Canada)
Tr_tweet_941,0.0,1.0,Can't Tell,0.6919,United,medictom,0.0,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,2/23/2015 12:29,"Brunswick, Ohio",Eastern Time (US & Canada)
Tr_tweet_1671,0.0,1.0,Lost Luggage,1.0,United,8629Fissile,0.0,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!,2/22/2015 10:09,nan,London
Tr_tweet_2763,0.0,1.0,Late Flight,1.0,United,nancy_g3,0.0,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,2/20/2015 4:54,"New York, NY",Eastern Time (US & Canada)
Tr_tweet_2951,0.0,1.0,Lost Luggage,1.0,United,skyjumper77,0.0,@united my fingers are crossed that they are more capable of getting baggage from point A-&gt,nan,2/19/2015 16:04,nan
Tr_tweet_1322,0.0,1.0,Cancelled Flight,0.6795,United,DangerPeters,0.0,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)",2/22/2015 20:20,nan,nan
Tr_tweet_1866,0.0,1.0,Customer Service Issue,1.0,United,Whosgunz,0.0,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,2/22/2015 0:48,nan,nan
Tr_tweet_2427,0.0,1.0,Can't Tell,0.6742,United,1234567890_,1.0,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,2/20/2015 17:52,"Boulder, CO | Los Angeles, CA",Arizona
Tr_tweet_2254,1.0,1.0,nan,,United,zombiesausage,0.0,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,2/21/2015 7:40,"Denver, CO",Mountain Time (US & Canada)
Tr_tweet_2331,1.0,0.7021,nan,,United,robbshurr,0.0,"@United, will you fill it? Yes they will. Thanks! #BringYourOwn, @kleankanteen http://t.co/daaa0rqBXW",2/20/2015 21:56,"Boulder, CO",Mountain Time (US & Canada)
Tr_tweet_645,0.0,1.0,Customer Service Issue,1.0,United,sothenbethsaid,1.0,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",2/24/2015 1:22,Nottingham,London
Tr_tweet_1656,0.0,1.0,Cancelled Flight,0.6503,United,Eivind_G,0.0,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,2/22/2015 10:42,"Stavanger, Norway",nan
Tr_tweet_257,0.0,1.0,Bad Flight,0.6979,Virgin America,AdamSinger,0.0,@VirginAmerica soooo are you guys going to leave the seatbelt light on all flight? You can barely call this turbulence :-),2/20/2015 11:13,"San Francisco, CA",Central Time (US & Canada)
Tr_tweet_2302,0.0,1.0,Cancelled Flight,1.0,United,DNLee5,0.0,"@united my flight out of BGM Cancelled Flightled last night, I get a hotel voucher, but had to pay for a cab back. Worse cab experience ever",2/21/2015 2:21,"New York, US; Tanzania, Africa",Central Time (US & Canada)
Tr_tweet_2463,0.0,1.0,Late Flight,1.0,United,Charlie_Mich,0.0,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,2/20/2015 16:18,nan,nan
Tr_tweet_27,0.0,1.0,Flight Booking Problems,1.0,Virgin America,jordanpichler,0.0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",2/23/2015 22:52,nan,Vienna
Tr_tweet_1658,1.0,1.0,nan,,United,LuisCadena,0.0,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,2/22/2015 10:39,Earth,Central Time (US & Canada)
Tr_tweet_3241,0.0,1.0,Lost Luggage,1.0,United,vina_love,0.0,@united this is despicable I spoke to  many diff people &amp,nan,2/18/2015 19:22,ny
Tr_tweet_1190,0.0,0.6565,Customer Service Issue,0.6565,United,dealswelike,1.0,@united - it's been almost 2 weeks and still no word from DOT on update of london fare to us cities? any updates on your end?,2/23/2015 4:41,New York,Central Time (US & Canada)
Tr_tweet_994,0.0,1.0,Flight Attendant Complaints,0.6467,United,lisaboban,0.0,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,2/23/2015 10:45,Indiana,nan
Tr_tweet_1477,1.0,1.0,nan,,United,DJTouf,0.0,@united Resolved. Over hour of work on  ground &amp,"[41.97890473, -87.91027352]",2/22/2015 15:34,"Buffalo, NY"
Tr_tweet_1737,0.0,1.0,Customer Service Issue,1.0,United,goldsteinmlg,0.0,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,2/22/2015 7:41,nan,nan
Tr_tweet_905,0.0,1.0,Late Flight,0.7065,United,tbird12lv,0.0,@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.,2/23/2015 13:23,Colorado,Mountain Time (US & Canada)
Tr_tweet_2232,1.0,1.0,nan,,United,grahamh00,0.0,@united you're good. Thank you!,2/21/2015 9:00,"Enfield, CT",Eastern Time (US & Canada)
Tr_tweet_2859,0.0,1.0,Customer Service Issue,0.7008,United,Jaytolchinsky,0.0,@united I did they did not.  I did submit a complaint on line and never heard back from that - I don't have that ID- you should find it,2/19/2015 19:42,nan,Central Time (US & Canada)
Tr_tweet_3314,0.0,1.0,Late Flight,0.6733,United,kristen_19,0.0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good,2/18/2015 15:20,nan,Quito
Tr_tweet_2544,0.0,1.0,Can't Tell,0.672,United,ADolledUpBlog,0.0,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.,2/20/2015 13:16,"Salt Lake City, UT",Mountain Time (US & Canada)
Tr_tweet_333,1.0,0.6888,nan,,Virgin America,mightymeesh,0.0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉,2/19/2015 9:22,San Francisco,nan
Tr_tweet_2546,0.0,1.0,Late Flight,1.0,United,ADolledUpBlog,1.0,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly",2/20/2015 13:15,"Salt Lake City, UT",Mountain Time (US & Canada)
Tr_tweet_1643,0.0,1.0,Customer Service Issue,1.0,United,daviswb,1.0,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService,2/22/2015 11:16,"Houston, TX",nan
Tr_tweet_208,1.0,0.6575,nan,,Virgin America,EleonoraKaras,0.0,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",2/21/2015 10:31,New York,nan
Tr_tweet_1471,0.0,1.0,Flight Attendant Complaints,1.0,United,FlyRightSeat10,0.0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",2/22/2015 15:37,Canada,Eastern Time (US & Canada)
Tr_tweet_420,1.0,0.6858,nan,0.0,Virgin America,myvortex,0.0,"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",2/17/2015 15:31,could be anywhere,nan
Tr_tweet_1272,0.0,1.0,Can't Tell,0.3646,United,ChrisPinTX,1.0,@united On top of that I paid for 1st class and my wife got stuck in coach.,2/22/2015 22:11,nan,Central Time (US & Canada)
Tr_tweet_1656,0.0,1.0,Cancelled Flight,0.6503,United,Eivind_G,0.0,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,2/22/2015 10:42,"Stavanger, Norway",nan
Tr_tweet_2576,0.0,0.7087,Can't Tell,0.3707,United,StartupReport,3.0,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9,2/20/2015 11:42,Portland,Pacific Time (US & Canada)
Tr_tweet_2804,1.0,1.0,nan,,United,bren8oh8,0.0,"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",2/19/2015 23:13,SoCal is where my mind stays,nan
Tr_tweet_3318,0.0,1.0,Lost Luggage,0.6606,United,Dayrean,0.0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,2/18/2015 15:13,nan,nan
Tr_tweet_425,1.0,1.0,nan,,Virgin America,tookthecollar,0.0,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h,2/17/2015 14:09,nan,nan
Tr_tweet_2028,0.0,1.0,Lost Luggage,1.0,United,hannahcbeck,1.0,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",2/21/2015 17:05,"Hoboken, NJ",Eastern Time (US & Canada)
Tr_tweet_1942,0.0,1.0,Late Flight,0.6783,United,Chunkingtonchad,0.0,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",2/21/2015 19:39,nan,nan
Tr_tweet_2993,1.0,1.0,nan,,United,ccbbm82413,0.0,@united has the best pilots ever Thank you guys for the great trip #thatisall,2/19/2015 14:09,860,nan
Tr_tweet_1734,0.0,1.0,Cancelled Flight,0.684,United,ATL_Attorney,0.0,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,2/22/2015 7:54,"Atlanta, GA",Quito
Tr_tweet_169,1.0,1.0,nan,,Virgin America,archiegips,0.0,@VirginAmerica Only way to fly! #Elevate #Gold,2/21/2015 18:02,LaLa Land,Pacific Time (US & Canada)
Tr_tweet_505,1.0,1.0,nan,,United,sundialtours,0.0,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",2/24/2015 9:50,"Astoria, OR",Tijuana
Tr_tweet_1326,0.0,1.0,Lost Luggage,1.0,United,crsmoore,1.0,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,2/22/2015 20:08,USA / The World,Eastern Time (US & Canada)
Tr_tweet_1346,0.0,1.0,Flight Attendant Complaints,0.3441,United,DRVerges,0.0,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.,2/22/2015 19:48,Chicago,Central Time (US & Canada)
Tr_tweet_731,0.0,1.0,Can't Tell,1.0,United,CharlieGMoney,1.0,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,2/23/2015 20:15,"Chicago, IL",nan
Tr_tweet_1046,0.0,1.0,Customer Service Issue,0.6681,United,teamcrafty,0.0,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".",2/23/2015 9:42,Grand Rapids,Quito
Tr_tweet_1459,1.0,1.0,nan,,United,JetSetterJD,0.0,"@united thanks, it was my first time in a United lounge and felt welcomed.",2/22/2015 15:54,nan,Pacific Time (US & Canada)
Tr_tweet_3196,1.0,1.0,nan,,United,froyomama,0.0,@united please give special thanks to Aaron in Tampa office for helping me for literally two hours! He's amazing. Mission accomplished!,2/18/2015 21:17,nan,Central Time (US & Canada)
Tr_tweet_2716,0.0,1.0,Cancelled Flight,0.3467,United,Azraellius,0.0,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,2/20/2015 7:52,"Orlando, FL",Eastern Time (US & Canada)
Tr_tweet_1050,0.0,1.0,Customer Service Issue,0.6392,United,8629Fissile,0.0,@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,2/23/2015 9:39,nan,London
Tr_tweet_2158,0.0,1.0,Late Flight,0.6402,United,c4pyro,0.0,@united 4 of us are stranded   And flying from New Orleans to Huston tonight and we will be stuck there for two days. Rather fly than wait.,2/21/2015 12:30,nan,nan
Tr_tweet_2894,0.0,0.7141,Late Flight,0.7141,United,J_Okayy,0.0,"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed.",2/19/2015 18:13,nan,Eastern Time (US & Canada)
Tr_tweet_579,0.0,0.6501,Customer Service Issue,0.3265,United,christinphillip,0.0,@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,2/24/2015 6:52,"Princeton, NJ",Central Time (US & Canada)
Tr_tweet_2028,0.0,1.0,Lost Luggage,1.0,United,hannahcbeck,1.0,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",2/21/2015 17:05,"Hoboken, NJ",Eastern Time (US & Canada)
Tr_tweet_1678,0.0,1.0,Cancelled Flight,0.6421,United,Eivind_G,0.0,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,2/22/2015 9:51,"Stavanger, Norway",nan
Tr_tweet_3314,0.0,1.0,Late Flight,0.6733,United,kristen_19,0.0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good,2/18/2015 15:20,nan,Quito
Tr_tweet_1781,0.0,1.0,Can't Tell,1.0,United,throthra,0.0,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",2/22/2015 6:27,nan,nan
Tr_tweet_2763,0.0,1.0,Late Flight,1.0,United,nancy_g3,0.0,@united Flight 6212...massive fail! They delaying to transport a crew member causing many to miss connections! Unreal!,2/20/2015 4:54,"New York, NY",Eastern Time (US & Canada)
Tr_tweet_2491,1.0,1.0,nan,,United,ibrowning85,0.0,@united all good man it isn't your fault that plane is having maintenance issues,2/20/2015 15:11,nan,nan
Tr_tweet_342,1.0,0.6618,nan,,Virgin America,kzone7,0.0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",2/19/2015 7:50,"Long Island, NY",Eastern Time (US & Canada)
Tr_tweet_3207,0.0,1.0,Customer Service Issue,0.3696,United,patrick_maness,0.0,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,2/18/2015 20:51,Rhode Island,Eastern Time (US & Canada)
Tr_tweet_1249,0.0,1.0,Cancelled Flight,1.0,United,pdxmucci,1.0,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United,2/22/2015 23:04,"Portland, OR",nan
Tr_tweet_1716,0.0,1.0,Cancelled Flight,1.0,United,LaHauser,0.0,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",2/22/2015 8:19,nan,Paris
Tr_tweet_2064,1.0,0.6787,nan,,United,SmallMol,0.0,@united I see. Thanks for explaining.,2/21/2015 15:33,A Californian in London,nan
Tr_tweet_1330,0.0,1.0,Late Flight,0.3372,United,patlee,1.0,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,2/22/2015 20:07,"Bay Area, CA",Pacific Time (US & Canada)
Tr_tweet_2024,0.0,1.0,Lost Luggage,1.0,United,getpatrick,1.0,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,2/21/2015 17:08,"Montreal, Quebec CA",Eastern Time (US & Canada)
Tr_tweet_2713,0.0,1.0,Bad Flight,0.708,United,bmbhawk,0.0,@united no wifi on flight ua688. SF to ORD. Really?  Wow,2/20/2015 7:56,nan,nan
Tr_tweet_2153,1.0,0.6737,nan,,United,elmoray,0.0,@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice.,2/21/2015 12:37,"Forest Grove, OR",Pacific Time (US & Canada)
Tr_tweet_731,0.0,1.0,Can't Tell,1.0,United,CharlieGMoney,1.0,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,2/23/2015 20:15,"Chicago, IL",nan
Tr_tweet_1636,0.0,0.6897,Lost Luggage,0.6897,United,DangVanda,0.0,"@united, no. Re-booked with American and United said they'd transfer our bags to them.",2/22/2015 11:28,STL,nan
Tr_tweet_1718,1.0,1.0,nan,,United,KapuriaMd,0.0,@united worked out after all. Thanks for your immediate reply!!,2/22/2015 8:19,nan,nan
Tr_tweet_2338,0.0,0.6501,Late Flight,0.6501,United,ldellabella,0.0,@united no still trying to get home.,2/20/2015 21:42,Cincinnati,nan
Tr_tweet_138,0.0,1.0,Damaged Luggage,1.0,Virgin America,khartline,0.0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,2/22/2015 12:27,Las Vegas,Pacific Time (US & Canada)
Tr_tweet_1718,1.0,1.0,nan,,United,KapuriaMd,0.0,@united worked out after all. Thanks for your immediate reply!!,2/22/2015 8:19,nan,nan
Tr_tweet_509,0.0,1.0,Can't Tell,0.6684,United,chrsmichaels,0.0,@united rude rude,2/24/2015 9:37,"Austin, TX",Central Time (US & Canada)
Tr_tweet_1963,0.0,0.684,Customer Service Issue,0.3499,United,Jo_Frost,0.0,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?",2/21/2015 19:12,Global,Quito
Tr_tweet_1130,0.0,1.0,Customer Service Issue,0.6397,United,Kris_KAS,0.0,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,2/23/2015 6:42,New York,nan
Tr_tweet_890,0.0,1.0,longlines,0.6668,United,franciscogonima,0.0,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",2/23/2015 13:58,"San Antonio, Texas",Central Time (US & Canada)
Tr_tweet_2005,0.0,1.0,Lost Luggage,0.6344,United,SoulFreeDreams,0.0,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",2/21/2015 17:54,"Columbus,Ohio",Eastern Time (US & Canada)
Tr_tweet_1326,0.0,1.0,Lost Luggage,1.0,United,crsmoore,1.0,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.,2/22/2015 20:08,USA / The World,Eastern Time (US & Canada)
Tr_tweet_2716,0.0,1.0,Cancelled Flight,0.3467,United,Azraellius,0.0,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,2/20/2015 7:52,"Orlando, FL",Eastern Time (US & Canada)
Tr_tweet_2859,0.0,1.0,Customer Service Issue,0.7008,United,Jaytolchinsky,0.0,@united I did they did not.  I did submit a complaint on line and never heard back from that - I don't have that ID- you should find it,2/19/2015 19:42,nan,Central Time (US & Canada)
Tr_tweet_3104,0.0,1.0,Late Flight,0.6557,United,craver,0.0,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,2/19/2015 7:49,"San Francisco, CA",Pacific Time (US & Canada)
Tr_tweet_2994,0.0,0.6877,Flight Attendant Complaints,0.3576,United,adownie,0.0,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?,2/19/2015 14:06,Somewhere west of Chicago,Central Time (US & Canada)
Tr_tweet_1915,0.0,1.0,Can't Tell,1.0,United,WM_j_MW,0.0,@united YOU SUCK!,2/21/2015 21:17,"Wake Forest, NC",Eastern Time (US & Canada)
